id,peso,velocidad,tamano
92445,75842.94,28205.17,275613.34
92446,8276.19,33491.92,260512.23
92447,91444.2,31130.9,742037.68
92448,13817.91,29193.67,607772.61
92449,33776.41,29672.1,125955.87
92450,92083.13,29420.3,381164
92451,52382.14,26298.84,235203.38
92452,81887.28,32738.6,796874.67
92453,96077.86,34414.51,703099.5
92454,76592.95,25421.22,2638.36
92455,91634.82,28124.77,715458.09
92456,28776.35,25268.2,203539.83
92457,93849.09,32462.51,613541.99
92458,80343.21,34329.12,510627.87
92459,26069.45,28478.76,382817.01
92460,45165.79,25394.15,197818.97
92461,23235.73,30395.67,1315.01
92462,11251.68,32142.01,547628.82
92463,15607.44,29130.53,723783.18
92464,33768.43,25642.01,58275.78
92465,62714.23,31697.63,97671.09
92466,68442.3,27003.59,216335.07
92467,1867.84,30612.48,643360.56
92468,93647.46,31668.17,167028.17
92469,60211.96,29611.32,5067.51
92470,4374.76,28837.41,258352.23
92471,76875.87,29235.6,578061.18
92472,62785.43,30739.38,667396.9
92473,55896.78,33794.5,325085.12
92474,26856.83,30763.95,816984.7
92475,121.57,32842.76,300300.47
92476,17539.04,27492.79,214239.18
92477,6628.05,29734.9,423223.07
92478,19393,33795.62,236650.27
92479,14652.33,34528.83,45523.91
92480,42541.78,27851.25,146442.1
92481,1709.11,29510.78,444535.9
92482,47939.19,28716.75,228327.22
92483,11675.45,25623.92,245852.42
92484,58801.18,32195.62,489529.34
92485,65130.88,34981.42,814130.06
92486,67669.87,29012.93,881530.47
92487,53916.94,34212.33,944254.51
92488,91789.66,25679.46,535828.93
92489,53326.17,33327.25,367575.69
92490,81099.62,25007.2,775862.27
92491,97368.16,33617.3,429085.81
92492,94930.98,31599.35,473026.7
92493,31928.56,26539.49,857504.97
92494,87290.03,26238,641309
92495,80441.99,31967.89,735428.59
92496,49896.33,25798.44,833305.02
92497,80222.36,32126.87,570537.48
92498,31446.7,27932.76,373567.3
92499,17184.78,33805.19,590025.75
92500,36860.16,28855.92,312193.61
92501,50980.87,32310.91,94049.04
92502,89266.74,26035.73,995033.19
92503,64868.52,31929.73,480472.95
92504,75280.12,28827.6,414179.82
92505,46470.79,29563.28,790438.91
92506,15097.86,30934.61,88517.43
92507,62692.64,27773.53,726283.52
92508,21146.44,28884.09,295185.51
92509,46252.9,29449.36,275958.14
92510,27091.61,28952.34,876093.52
92511,91722.04,32025.44,240677.09
92512,64791.11,27343.05,891373.14
92513,80686.02,26042.4,636590.46
92514,8003.5,30289.64,200726.27
92515,55293.75,32267.57,730688.56
92516,52909.16,25321.42,697113.71
92517,80869.81,28776.47,640431.81
92518,694.96,26593.44,150393.9
92519,27162.78,34092.8,301113.99
92520,86783.37,25535.73,353109.35
92521,14688.28,26308.52,368903.25
92522,70611.12,34593,173009.73
92523,47912.43,28158.88,491187.54
92524,57426.41,27738.35,151249.25
92525,71380.83,32226.86,502786.39
92526,27209.05,27087.99,984096.76
92527,70705.38,33921.48,785523.06
92528,39245.12,25294.24,302190.97
92529,46868.06,27925,269034.85
92530,8522.11,25389.14,245930.62
92531,20155.4,27398.27,516420
92532,45659.72,34405.95,371388.7
92533,52346.58,34935.71,318350.74
92534,54124.89,32129.48,463894.69
92535,12182.42,29568.64,930547.11
92536,36306.47,34868.78,939004.98
92537,70942.24,28313.78,402387.37
92538,96851.54,31558.68,802203.89
92539,91545.15,32296.75,396989.54
92540,21550,29127.2,334189.35
92541,99441.27,32448.91,472564.05
92542,1427.52,29360.75,711184.17
92543,22522.04,25570.98,104200.31
92544,42191.78,28367.34,932518.75
92545,92780.95,28137.06,16676.8
92546,39535.99,28251.88,961909.79
92547,65674.42,28505.56,747611.37
92548,6468.65,30679.19,889684.17
92549,67201.1,26008.31,61827.91
92550,71867.84,30739.44,802690.9
92551,58014.96,27800.61,54174.81
92552,44523.61,32729.67,494127.89
92553,60419.88,25907.66,206437.96
92554,31510.17,34650.76,663390.21
92555,53416.7,34320.78,79544.76
92556,59806.93,26757.85,423699.17
92557,82856.74,29603.33,61018.48
92558,78712.24,29715.44,800267.8
92559,88983.91,32811.02,610008.37
92560,65822.42,30086.94,673882.95
92561,48367.09,29426.29,887283.36
92562,82153.06,28846.45,419853
92563,65252.14,31888.98,462401.84
92564,22697.01,33098.24,114367.4
92565,84570.29,33141.73,445942.98
92566,85266.22,28044.35,687667.2
92567,85998.88,28758.32,163434.24
92568,13139.29,32876.15,990600.17
92569,19750.47,34304.77,150305.79
92570,33933.57,32370.32,389276.02
92571,49533.34,29881.33,379890.18
92572,40904.35,28074.86,708593.72
92573,1377.04,31895.43,394174.72
92574,98500.43,26976.38,41874.67
92575,26463.24,29918.25,710579.86
92576,64854.28,33418.62,360677.07
92577,85532.92,25058.16,697554.8
92578,33004.31,26424.8,914650.56
92579,37306.08,28210.55,512941
92580,84735.08,29561.74,600182.96
92581,95062.9,29190.44,814228.02
92582,75014.27,34968.57,382081.84
92583,26787.86,30837.67,525654.76
92584,89813.37,30279.88,389086.41
92585,21269.03,33800.71,400875.46
92586,81816.51,27819.36,644674.97
92587,4608.5,32021.87,620111.05
92588,37100.35,29995.04,237905.19
92589,71874.62,34359.75,726787.84
92590,46689.2,32516.72,766423.33
92591,1843.99,31711.03,920190.29
92592,94452.59,33284.09,689212.2
92593,99469.13,27859.34,908865.18
92594,96785.05,33406.8,729257.34
92595,56854.75,29695.25,102204.24
92596,86549.62,32084.03,712865.03
92597,52525.8,30527.88,752843.52
92598,94119.32,27896.94,750753.63
92599,45071.52,29129.66,707350.74
92600,15710.15,34434.07,527809.11
92601,27771.82,34244.31,874505.14
92602,31950.32,34916.94,998331.39
92603,1147.27,30237.2,880526.76
92604,20681.05,32408.46,84278.46
92605,29860.1,30156.71,527517.28
92606,83017.45,27168.37,233686.48
92607,13274.5,28738.81,893434.88
92608,51883.35,30391.67,913675.94
92609,50874.54,31861.34,134010.49
92610,29925.6,34920.02,606539.32
92611,19785.85,30657.69,814659.81
92612,54185.65,32313.32,757526.68
92613,16502.63,31131.24,592479.65
92614,491.83,34762.22,139942.68
92615,91884.14,29917.8,40922.4
92616,83292.86,30102.51,576288.12
92617,20168.46,25362.84,726584.66
92618,65051.03,34345.94,544397.85
92619,25521.28,25281.48,387369.58
92620,99619.9,29146.52,919077.86
92621,35796.63,29556.52,118372.15
92622,94292.94,32627.96,864404.48
92623,78394.12,26526.82,889271.67
92624,76433.53,25943.56,83472.75
92625,39175.67,32784.5,387686.63
92626,76554.18,27208.66,515928.25
92627,55499.17,34152.34,405062.84
92628,27203.57,31671.85,23268.62
92629,2791.63,33482.32,244665.65
92630,39051.68,31628.27,63156.28
92631,17480.46,27635.69,111914.34
92632,88369.28,25295.74,875702.91
92633,78641.15,33871.37,140631.13
92634,7087.11,31113.08,885231.95
92635,37906.85,34313.98,70811.87
92636,25572.67,34692.27,783045.63
92637,32449.5,31480.71,854462.21
92638,51064.9,34221.72,793670.78
92639,93148.35,26252.27,896060.18
92640,79080.58,27657.96,432888.3
92641,69321.28,27409.93,923540.56
92642,2270.79,29477.67,64575.53
92643,99636.35,30494.35,631078.86
92644,51233.52,25443.31,61608.42
92645,33854.99,34672.53,827731.83
92646,16402.67,26269.51,911032.11
92647,4402.22,30044.81,609965.86
92648,69072.58,33680.8,585864.23
92649,98589.13,26501.11,42770.05
92650,66925.83,26655.3,452480.36
92651,83467.63,34171.43,602772.12
92652,57135.92,29966.16,162871.92
92653,91625.06,32217.95,306724.25
92654,43056.83,29832.05,970650.47
92655,39871.79,28879.11,390619.13
92656,55537.35,33932.43,654599.09
92657,70978.16,31173.72,363250.36
92658,73623.27,31659.03,10702.67
92659,57883.1,30826.07,475503.9
92660,40519.16,34383.67,559269.37
92661,10480.41,31708.21,588274.31
92662,8995.59,31481.09,17871.51
92663,32185.08,27962.98,89431.1
92664,78771.97,27026.73,307015.07
92665,99583.75,33031.81,274702.89
92666,89850.67,29380.96,996409.03
92667,36607.31,30140,501228.3
92668,55349.24,32278.13,782879.4
92669,76220.59,29887.3,509746.63
92670,16419.06,26271.57,994596.05
92671,92222.51,27930.16,963574.85
92672,11743.84,33000.01,807648.96
92673,10790.36,33685.44,443789.14
92674,47094.01,29157.79,784016.52
92675,81026.65,27619.4,902507.4
92676,88188.67,28064.74,889408.55
92677,76825.25,25682.6,68703.91
92678,18070.07,29485.74,529961.14
92679,74131.71,27018.91,790863.83
92680,23811.16,30253.81,990900.72
92681,2485.32,33305.41,820087.72
92682,23496.88,26339.3,356974.2
92683,25542.09,31789.32,231508.88
92684,85746.65,34443.48,319196.92
92685,4130.98,31220.54,331260.22
92686,79754.71,32135.92,429058.49
92687,76182.58,29284.46,787586.43
92688,33595.26,33840.35,72538.86
92689,63064.05,33924.66,209125.02
92690,33317.96,29507.69,422251.31
92691,24768.61,33384.49,387597.91
92692,80960.72,33638.79,128787.71
92693,23819.9,30578.57,436573.89
92694,4247.9,25476.4,316816.3
92695,20121.71,29250.01,999711.26
92696,33787.28,25687.25,263736.53
92697,47157.88,27152.31,950921.67
92698,33809.77,25818,697725.93
92699,37061.73,28685.52,460721.12
92700,70317.18,28149.98,218178.3
92701,88920.87,29219.18,213918.82
92702,69100.48,33638.55,981153.25
92703,55863.77,26104.43,441247.14
92704,10294.41,25919.6,563719.03
92705,88769.55,26678.36,718571.17
92706,63484.84,28284.41,323830.37
92707,25029.91,33813.97,966510.98
92708,86967.66,28506.82,807501.52
92709,85539.3,28793.39,949938.62
92710,61249.14,30275.98,570956.7
92711,20787.37,31485.14,170003.07
92712,1986.93,29846.44,515524.43
92713,12366.24,25952.75,350141.5
92714,3743.05,30412.25,358881.86
92715,8793.46,26952.23,352534.64
92716,16426.33,31682.35,550248.87
92717,52485.15,28875.09,620917.66
92718,81931.08,29359.52,386136.32
92719,53056.61,34704.38,225480.28
92720,99690.98,25335.16,617579.91
92721,33025.12,34347.17,209393.02
92722,75289.95,26474.66,438006.52
92723,43488.15,25137.48,922038.18
92724,89648.93,29077.56,649627.63
92725,14663.72,28808.26,653670.46
92726,90669.35,26767.8,650080.65
92727,38068.52,32522.98,922249.4
92728,20703.17,31872.05,918177.82
92729,35965.16,29686.91,866139.81
92730,58896.52,32256.42,554375.17
92731,40408.24,27952.19,237149.29
92732,83718.2,26803.85,159054.18
92733,39326.53,31562.14,686775.07
92734,11990.48,31242.43,954306.23
92735,47599.58,25716.74,538366.47
92736,57134.75,31817.92,103502.7
92737,94979.85,31107.82,914636.48
92738,4660.9,31505.8,255604.42
92739,9085.05,27414.07,677117.93
92740,19591.28,30613.95,345129.52
92741,49998.49,29954.45,558069.34
92742,75337.72,32449.37,994790.3
92743,70722.23,30168.66,829595.84
92744,26990.23,29488.37,250061.73
92745,91967.47,26031.53,955386.57
92746,81578.64,33365.37,306550.46
92747,77277.19,32977.13,903484.38
92748,30694.45,33356.63,682240.56
92749,38750.53,30939.23,626704.66
92750,71236.04,28310.21,171126.03
92751,93538.6,31229.26,337843.48
92752,88999.64,33409.03,755582.61
92753,85725.72,27903.19,29256.46
92754,51103.39,29989.43,659108.37
92755,10698.16,31428.87,683926.52
92756,53956.16,26977.95,408809.81
92757,46598.49,25546.51,477912.95
92758,21779.19,32020.2,283064.39
92759,38749.01,26533.18,895379.16
92760,62765.64,26392.94,785464.84
92761,8206.1,31735.32,62634.35
92762,79165.31,26476.71,366704.35
92763,29060.94,28106.23,316274.85
92764,3157.26,30595.92,663332.89
92765,82003.26,33871.43,982772.49
92766,75309.87,29165.15,7556.92
92767,19844.48,25477.22,922392.63
92768,85973.07,31773,125353.42
92769,77345.18,27867.71,54433.21
92770,11264.41,34528.25,221650.87
92771,28751.16,30404.33,658384.66
92772,82272.07,32943.57,400661.34
92773,75119.76,31603.47,5489.92
92774,68613.65,27164.94,861345.61
92775,1739.62,27256.83,372228
92776,57590.08,30045.38,715024.71
92777,86536.1,27021.94,690328.57
92778,56774.32,30178.4,661836.52
92779,37803.12,27205.57,4078.12
92780,63218.09,29527.64,780934.05
92781,91170.89,29030.8,914893.01
92782,86656.07,31776.11,571296.61
92783,63743.85,28333.21,437806.12
92784,84456.32,26383.33,729390.7
92785,87301.15,25214.44,848710.11
92786,69668.23,32448.19,868791.13
92787,80789.76,33190.66,115430.4
92788,96200.68,31565.59,936778.44
92789,80716.96,33319.03,832629.94
92790,11323.57,25981.29,522694.69
92791,72028.64,28396.89,940357.39
92792,39379.38,34346.46,384801.66
92793,56701.66,30306.34,606825.82
92794,46757.12,25456.26,129890.53
92795,56896.55,29695.49,91055.08
92796,64060.29,30009.33,402741.03
92797,57459,32738.79,138350.35
92798,60964.34,26071.85,253992.7
92799,65548.07,27181.38,354701.66
92800,57209.94,33421.84,934830.79
92801,73102.49,28388.29,670559.96
92802,48078.47,32133.49,90993.31
92803,49271.33,28741.88,916911.5
92804,40043.37,30004.76,344809.07
92805,31413.77,33504.45,985632.16
92806,74486.82,34902.12,187811.59
92807,89322.5,25064.85,303914.67
92808,36374.57,34440.31,254736.58
92809,30338.57,27216.45,668080.24
92810,37935.15,26097.97,867524.15
92811,17855.51,32729.03,330578.1
92812,93848.53,26511.41,433653.37
92813,32523.64,32604.17,387547.53
92814,13554.74,32055.54,545265.73
92815,16920.4,32599.79,439998.74
92816,97559.13,26783.38,418328.42
92817,24835.01,29583.13,486442.52
92818,96085.74,33518.08,523296.24
92819,10527.6,27341.09,823224.94
92820,53547.71,34307.73,281202.74
92821,41008.48,33076.56,480519.8
92822,18280.97,34614.02,538653.34
92823,49582.48,30587.75,932992.81
92824,26061.73,28001.56,517914.05
92825,66764.26,30680.82,56699.7
92826,64081.56,27255.76,813591.56
92827,87645.6,31199.54,304591.25
92828,81615.46,34514.78,139439.15
92829,90706.03,32957.85,482681.6
92830,7712.74,26511.07,385861.13
92831,25992.75,28970.92,437288.13
92832,83021.46,29398.64,607238.85
92833,3989.78,27326.03,133595.05
92834,54673.15,29295.3,902660.89
92835,51572.07,26292.48,385715.5
92836,29947.32,25956.48,738307.87
92837,87139.72,34618.78,202301.92
92838,16458.31,33754.21,738917.21
92839,31667.88,26934.06,835401.19
92840,71655.22,32337.05,860451.13
92841,22450.8,29001.11,322510.65
92842,36710.37,29449.09,235371.88
92843,63783.87,31543.26,869120.27
92844,7279.21,26214.72,532194.65
92845,56370.64,30553.73,846541.54
92846,9484.13,26448.94,53180.05
92847,59593.21,31098.91,37830.64
92848,54480.1,26479.12,51075.1
92849,6662.75,27792.81,742846.88
92850,84017.52,33753.39,333250.38
92851,75764.73,26508.99,516813.37
92852,54752.14,29710.31,462508.67
92853,52450.34,29563.36,560977.8
92854,44964.41,29038.17,686741.13
92855,29575,34680.94,554564.78
92856,41802.75,28986.19,972490.35
92857,78242.46,26339.61,541960.45
92858,76629.96,33711.53,661178.72
92859,1437.42,29666.72,194744.9
92860,51212.13,26828.53,973538.48
92861,72572.47,25268.83,761195.53
92862,27518.87,31069.87,487498.52
92863,46296.57,27014.55,511445.3
92864,90662.6,26250.23,233770.53
92865,77811.86,26748.72,932510.07
92866,6850.44,30324.62,367507.95
92867,29325.15,34981.22,436432.87
92868,36462.49,25893.58,93625.87
92869,1940.71,32907.24,451509.13
92870,24921.8,26623.65,496224.98
92871,52904.34,34084.81,575527.59
92872,26751.27,33309.33,400479.95
92873,53435.01,31958.98,273837.19
92874,83622.36,28811.21,794422.13
92875,50071.94,33895.37,548592.01
92876,69374.03,25877.35,938607.9
92877,86245.35,33574.08,418305.02
92878,2042.28,30667.81,293437.63
92879,19111.43,34879.43,682081.08
92880,27192.75,28837.79,674799.79
92881,69726.35,28581.3,335066.57
92882,38775.52,34541.87,856397
92883,93906.26,34999.1,685206.53
92884,7275.98,30736.37,494319.72
92885,91986.79,30626.8,427792.37
92886,9028.79,25490.53,318399.75
92887,23726.35,26761.95,896016.09
92888,91306.53,29568.72,978275.16
92889,61945.83,27108.37,544221.58
92890,84168.02,31829.35,667832.76
92891,70636.96,34265.19,545500.66
92892,13040.59,30076.27,548503.7
92893,95912,27033.89,285107.6
92894,55301.29,30502,530362.83
92895,42286.15,32265.49,158461.02
92896,92924.61,32416.56,313374.21
92897,34930.74,28348.88,646023.16
92898,29336.14,25254.63,268990.33
92899,41095.81,29302.14,940238.28
92900,72592.6,25835.82,176003.44
92901,67571.82,29393.23,542155.59
92902,47523.32,29474.36,54441.5
92903,72930.08,34508.41,849576.35
92904,49679.35,27518.58,363580.56
92905,97433.71,28218.61,742014.11
92906,80994.56,33101.14,592143.29
92907,88746.67,29618.19,437396.69
92908,55266.02,28533.09,426226.1
92909,48475.3,33070.83,195376.5
92910,77646.07,26345.54,211892.15
92911,87757.18,30159.69,285319.28
92912,47148.26,28897.48,517375.23
92913,96478.82,27386.09,512386.76
92914,59033.42,29738.73,343949.57
92915,99815.38,34542.93,730969.8
92916,34960.73,33740.22,167007.45
92917,39257.67,26865.97,332210.84
92918,86517.79,31615.81,945205.44
92919,33060.6,32137.11,575636.49
92920,45504.01,31193.68,231263.78
92921,11067.8,30621.39,660558.18
92922,59634.62,30215.62,41009.72
92923,45510.17,31523.63,176645.56
92924,31054.65,28857.67,256146.05
92925,54673.17,29368.39,342650.31
92926,92620.86,30183.72,390071.2
92927,50283.46,33328.47,413701.25
92928,56949.52,31982.69,261467.19
92929,57744.89,27578.41,615305.62
92930,10966.08,34550.24,336021.32
92931,52389.03,25601.08,724053.57
92932,67638.28,34914.3,788246.75
92933,96990.61,32747.11,499417.38
92934,33767.3,33580.96,708826.26
92935,39230.83,25005.58,426407.39
92936,65739.66,29161.64,925342.27
92937,74527.05,31619.88,151525.81
92938,71450.09,25055.15,263147.04
92939,20447.43,34976.5,483993.06
92940,85334.58,34872.83,462480.63
92941,328.32,28941.34,785404.57
92942,84237.94,31225.04,773113.84
92943,95977.86,32139.44,666166.82
92944,73156.72,26471.12,754629.82
92945,87634.19,34807.47,358246.64
92946,86722.71,29589.61,160457.72
92947,16439.62,31528.9,859454.12
92948,96547.13,33837.68,902772.59
92949,41290.86,32597.59,789354.54
92950,36738.43,29972.18,771756.8
92951,88761.13,34778.49,503858.35
92952,63418.99,30227.04,364183.05
92953,69449.17,26865.79,583893.59
92954,83575.82,31606.17,874127.75
92955,84417.09,25383.87,152900.14
92956,54191.27,28807.52,907019.9
92957,96759.99,31118.55,536857.88
92958,88099.5,26869.14,155423.2
92959,42758.96,28476.67,542096.03
92960,20476.45,30214.47,895852.65
92961,52736.61,29343.52,45449.29
92962,28841.33,31302.46,576550.11
92963,61925.14,34268.02,202349.26
92964,25044.55,26470.66,433714.32
92965,41178.16,34762.43,225006.82
92966,54285.34,25341.33,381146.23
92967,20391.63,25282.6,253538.35
92968,6474.33,28768.71,947684.4
92969,45866.34,25600.39,330836.48
92970,15866.14,27424.37,280894.6
92971,6213.67,28973.7,247524.11
92972,70153.64,27441.2,631017.92
92973,92530.58,30610.9,530988.01
92974,28267.02,28863.54,5878.4
92975,55634.7,32522.18,180017.8
92976,13820.5,26614.34,511519.42
92977,10638.32,33450.58,140749.37
92978,81606.36,29257.68,221670.85
92979,48459.72,31480.08,273724.08
92980,1494.29,33113.94,624870.74
92981,54928.32,32549.82,597655.2
92982,22548.38,29680.84,368211.8
92983,98804.34,34918.72,111767.59
92984,4445.49,30183.64,319868.71
92985,49572.4,29420.17,615999.46
92986,83338.21,30270.21,163099.51
92987,88735.51,32958.9,760838.19
92988,13957.78,34575.78,753752.53
92989,53504.78,26837.1,836133.22
92990,70904.09,27363.58,204495.92
92991,49441.81,31634.1,875265.91
92992,80798.19,31177.55,148810.97
92993,11921.15,27730.56,674692.91
92994,74626.44,34315.45,444879.95
92995,58554.17,32255.4,466286.03
92996,16942.02,27084.15,493316.38
92997,13655.69,33492.35,507259
92998,58702.13,30383.75,787187.96
92999,5272.4,31649,883644.9
93000,42575.43,26074.93,640912.44
93001,9846.2,30342.67,507434.66
93002,44182.81,33283.8,588441.56
93003,58236.54,27029.31,383676.79
93004,96344.29,25311.39,806750.14
93005,83345.37,30687.09,746718.81
93006,61849.34,27094.26,182795.04
93007,88781.51,26807.91,455502.17
93008,82705.35,32039.01,979169.73
93009,73356.85,27594.21,466793.65
93010,6741.4,27236.73,127899.7
93011,50038.13,30752.92,260655.96
93012,96010.07,34691.32,719634.78
93013,53541.56,25712.05,929053.29
93014,14611.48,31798.66,893041.83
93015,79198.26,28564.41,961850.54
93016,68051.6,28230.98,575411.66
93017,96805.6,30383.44,152860.73
93018,84735.96,30743.49,972345.72
93019,18375.76,27032.87,273646.09
93020,98555.5,30916.63,504996.81
93021,30949.48,27725.46,39404.56
93022,52209.49,28090.7,948546.48
93023,915.36,34768.52,170453.46
93024,11068.22,33942.18,82339.56
93025,39865.54,26072.34,466752.94
93026,30775.61,31407.87,652094.57
93027,61444.75,31059.94,273928.96
93028,63592.87,30669.25,346002.08
93029,51084.99,33754.93,63498.95
93030,98115.73,28650.6,361442.37
93031,83270.68,33531.75,775496.03
93032,80398.76,30095.73,918085.94
93033,79305.55,27699.25,847912.99
93034,23981.72,31921.24,677782.72
93035,29359.24,34168.06,423901.22
93036,86230.72,28491.82,171356.3
93037,71411.68,25592.27,911888.56
93038,69357.17,32582.39,620762.62
93039,5885.73,26135.49,467434.74
93040,88934.24,25818.22,727685.89
93041,97055.41,32741.4,805787.72
93042,23500.6,31007.76,615890.22
93043,95416.63,25754.41,629098.14
93044,92546.13,34408.12,714324.84
93045,22529.25,29265.13,805230.62
93046,8562.82,27424.71,186454.58
93047,45840.86,31850.52,435726.54
93048,493.58,26272.16,608429.21
93049,63622.53,31045.32,4185.27
93050,77911.49,29297.81,252267.16
93051,90275.68,27574.97,321642.44
93052,2676.3,27197.45,19646
93053,28056.72,30550.02,561981.28
93054,34417.64,34021.78,617437.19
93055,79498.64,29372.09,397643.46
93056,37619.98,30813.49,801442.46
93057,37951.53,25777.6,417948.18
93058,7075.31,34837.33,352560.89
93059,67544.22,26188.41,493336.58
93060,344.18,30261.31,628256.5
93061,19464.77,28305.49,358806.33
93062,94855.81,28509.57,345574.9
93063,45357.23,31953.56,777307.92
93064,44498.36,31820.66,987730.09
93065,40508.18,30898.33,466777.31
93066,31115.36,32976.5,803997.84
93067,18485.59,29597.39,537058.26
93068,2960.13,25892.99,269019.33
93069,25344.2,30201.66,428237.68
93070,60771.22,28626.62,500426.61
93071,46122.63,31851.46,826382.93
93072,44665.34,32250.92,158927.35
93073,84992.59,25034.71,743814.32
93074,1985.95,34877.04,771762.68
93075,92386.12,33180.28,827176.25
93076,4001.32,25756.54,942682.42
93077,66645.98,28243.24,811395.84
93078,6455.39,26458.54,495701.28
93079,22870.65,26587.58,577119.43
93080,93451.62,30849.49,72876.07
93081,43929.22,28041.72,264884.22
93082,26017.82,34239.86,930796.58
93083,80663.43,34733.93,57225.18
93084,406.14,26602.61,920480.87
93085,57295.66,28499.6,92118.41
93086,3559.15,33436.52,365100.01
93087,25783.37,25727.69,895676.03
93088,69982.47,30595.33,388146.13
93089,45506.1,26088.79,992108.34
93090,98270.98,27191.38,590841.62
93091,41201.96,27244.34,26495.31
93092,42996.67,28320.04,316173.65
93093,13583.7,34369.89,444213.41
93094,47129.15,25863.95,185353.24
93095,89242.98,32656.22,307813.38
93096,46464.79,33693.39,712421.36
93097,81987.22,34816.6,189256.73
93098,51925.07,30462,808919.21
93099,42732.12,25775.49,290399.38
93100,35849.9,34600.49,726876.45
93101,69840.34,34090.69,449987.6
93102,55731.78,25465.09,546198.9
93103,26933.71,25257.85,458559.11
93104,78110.28,27549.72,548044.02
93105,15422.39,31696.08,697945.67
93106,24384.38,30994.16,525001.23
93107,21870.35,29346.44,650857.73
93108,32427.82,31545.73,23055.83
93109,21772.7,30623.78,892084.21
93110,72947.87,26191.07,287852.09
93111,49028.22,29218.12,587881.31
93112,73461.25,34791.2,446430.52
93113,55662.57,29216.97,89946.55
93114,71544.74,30502.4,503542.32
93115,60281.23,26773.52,419808.18
93116,90943.55,31759.25,778696.05
93117,60135.03,32561.85,857504.95
93118,54336.08,27346.76,686990.32
93119,30107.69,31541.76,824967.22
93120,25170.14,25681.11,340315.15
93121,9933.44,31767.48,994819.72
93122,42368.89,29410.7,591652.62
93123,80111.42,32460.98,353385.04
93124,62122.8,30482.79,417297.23
93125,68662.32,34997.66,572030.32
93126,21871.96,34136.23,439849.62
93127,47804.75,27240.98,132392.62
93128,63739.72,25163.92,85779.56
93129,37897.78,34370.79,526608.28
93130,66446.99,34953.87,667511.63
93131,96196.85,28766.51,79620.95
93132,7234.73,32751.19,756981.19
93133,5434.97,30732.18,740759.44
93134,52742.17,29116.09,209173.59
93135,75742.13,28173.32,129251.01
93136,64433.26,34062.77,463377.31
93137,95115.66,28894.09,341290.37
93138,67323.77,27274.76,696253.6
93139,65414.08,34791.02,421456.89
93140,21272.32,25971.04,589395.89
93141,58431.82,27903.28,212487.85
93142,95962.64,34557.1,377750.13
93143,60842.57,26212.29,85814
93144,15158.64,26722.06,542217
93145,25564.87,25957.07,382115.56
93146,85532.71,25741.9,702723.85
93147,41536.94,30035.03,640279.37
93148,18410.55,32852.68,943061.41
93149,85921.27,26360.61,396395.8
93150,57611.5,33066.1,138705.72
93151,60234.25,31355.43,32591.41
93152,60058.88,26036.62,676132.75
93153,46.9,29812.77,257724.24
93154,7642.52,27364.13,664597.74
93155,77789.32,28693.37,643012.48
93156,43206.55,31302.26,198830.65
93157,95450.83,32972.54,674896
93158,20951.35,34891.93,299785.13
93159,99621.52,33821.56,614662.87
93160,71648.27,28380.37,67798.18
93161,57971.08,31223.79,159074.73
93162,43637.86,30228.96,676695.78
93163,42859.44,31974.56,684723.12
93164,57597.14,29340.81,370682.64
93165,71925.13,32919.76,642049.94
93166,82996.98,32515.43,751840.38
93167,30936.88,25893.39,83248.7
93168,47800.8,30302.42,630558.34
93169,67227.52,26989.44,238875.75
93170,37794.94,27046.65,86483.44
93171,23036.44,27685.45,720801.73
93172,91614.64,28834.43,691353.75
93173,93730.3,25529.34,37455.83
93174,63684.89,30895.01,694961.18
93175,16651.36,27242.45,235398.12
93176,26783.54,25673.76,187268.72
93177,60714.01,30776.21,403169.13
93178,14388,25293.77,200365.48
93179,2140.96,34149.32,141435.17
93180,22994.49,30722.32,775199.51
93181,20668.15,32192.68,569307.63
93182,95071.47,29385.17,488137.53
93183,31466.69,30685.42,454800.38
93184,98586.2,30664.74,147827.94
93185,52770.72,28873.07,633242.45
93186,77769.35,26673.36,951263.96
93187,16359.33,28464.34,191241.46
93188,84536.14,28773.41,168081.52
93189,88352.9,31725.34,640758.31
93190,59495.85,29937.81,236743.84
93191,17835.69,27763.88,417683.89
93192,60658.97,34782.59,67414.02
93193,37394.73,29227.32,371388.77
93194,72859.95,34676.33,824400.31
93195,22628.78,33654.96,10087.76
93196,14011.06,28112.73,105701.31
93197,92337.22,31163.76,192572.55
93198,46747.38,27465.92,33646.66
93199,42000.5,31075.1,868622.73
93200,18307.74,34542.02,315051.07
93201,60505.26,34171.96,920741.44
93202,60154.34,32522.87,285274.8
93203,84644.27,28707.51,100129.96
93204,77167.35,28881.63,677537.25
93205,19221.75,33756.73,597394.19
93206,38169.99,26838.93,193571.55
93207,58944.24,26771.98,139252.36
93208,20526.72,25464.44,463662.94
93209,6728.51,27230.16,623425.73
93210,52322.35,28437.33,40716.91
93211,35262,30791.92,544994.43
93212,21009.11,28858.25,991517.55
93213,88360.81,27262.41,701593.14
93214,6727.13,30126.38,112124.91
93215,60665.92,26091.72,580309.33
93216,70122.86,29170,905651.76
93217,10092.6,33941.53,668875.78
93218,57653.63,26366.67,53547.87
93219,2961.33,25194.03,183799.93
93220,43702.82,26591.03,826863.05
93221,78608.62,27045.65,88425.08
93222,57660.88,34566.07,861025.94
93223,29806.02,31829.1,113524.96
93224,68036.69,34966.2,917495.98
