r,delta,theta,fecha_pos,id_pos
91.17,171.7,115.39,1931-09-24,302
757.1,205.77,187.79,1930-03-04,576
742.53,253.11,266.58,1993-04-14,628
296.55,849.56,836.56,1926-09-03,601
735.98,711.2,552.59,1924-10-10,632
629.47,87.97,79.96,1909-07-07,934
767.36,367.97,760.52,1919-03-14,903
520.33,399.11,219.04,1954-05-25,622
91.45,203.07,994.4,1952-04-22,961
760.82,299.04,5.54,1992-12-30,956
339.29,555.57,604.13,1930-04-01,350
53.89,13.75,533.59,1986-06-16,914
972.96,992.2,758.68,1979-04-09,248
645.89,770.4,177.64,1939-09-14,84
765.17,967.87,284.35,1944-04-26,110
71.3,553.95,450.22,1952-03-12,952
365.28,739.8,644.87,1919-03-10,372
630.75,354.06,145.63,1962-02-09,311
605.21,949.53,169.34,2011-06-01,310
882.01,345.54,582.83,1946-02-10,751
196.82,32.51,77.62,2004-08-20,991
368.97,981.48,372.84,1904-01-06,947
37.29,906.02,728.12,1977-07-04,311
821.54,968.11,409.92,1982-02-16,64
845.2,325.09,423.4,1945-11-24,742
396.79,654.25,508.14,1970-12-12,573
8.83,424.82,977.7,1900-04-06,794
526,685.71,597.57,1915-10-28,809
599.19,39.62,155.88,1939-11-10,760
351.76,927.14,171.92,1989-05-02,238
365.39,444.01,354.2,1993-07-28,337
357.57,872.29,689.69,2002-12-08,241
756.45,990.81,921.21,1998-01-06,702
853.57,846.4,480.08,1929-10-28,990
250.37,579.39,731.21,1970-09-02,787
274.3,692.92,696.41,1986-11-24,389
638.81,513.47,283.44,1976-11-11,570
108.48,984.81,550.03,2007-08-04,313
973.55,111.8,304.81,1951-08-18,746
390.9,941.49,642.07,1934-03-30,835
493.88,118.84,590.26,1961-05-21,364
672.85,176.75,253.04,1943-12-27,749
512.31,561.26,367.3,1987-09-28,716
993.75,633.13,435.83,1935-07-16,891
199.88,698.39,299.89,1971-05-26,49
610.06,819.29,39.56,1954-01-19,44
322.27,896.96,537.87,1985-04-26,733
96.86,738.9,62.28,2017-07-26,859
813.09,114.41,533.06,1901-01-07,364
708.64,864.86,223.38,1956-10-13,363
922.23,406.41,736.76,1983-04-16,838
725.87,583.83,329.99,2008-09-04,914
483.74,940.04,406.2,1983-02-04,598
220.48,350.1,889.5,2014-05-04,675
254.31,132,517.76,2005-06-03,427
239.56,569.05,433.98,1930-11-12,836
912.16,387.52,335.73,2017-03-24,326
714.8,761.45,776.77,1939-03-14,913
466.21,156.8,218.33,1902-11-27,405
617.88,718.83,622.64,1921-11-05,46
266.84,717.26,644.41,1976-10-20,386
721.64,203.2,57.95,1967-05-21,981
476.98,223.01,314.8,1922-04-16,928
394.35,565.89,341.23,1982-05-04,580
857.95,232.63,32.12,1967-02-11,460
661.11,2.46,107.27,1959-02-18,595
651.15,457.88,591.13,1977-12-09,902
805.89,134.5,297.62,1938-08-29,608
117.56,54.11,41.32,1910-05-26,660
341.4,121.77,527.12,1946-04-12,259
429.79,614.26,350.83,1924-02-21,845
853.13,877.59,187.04,1917-01-08,580
539.53,521.23,615.9,1996-12-27,145
767.51,701.16,65.65,1920-09-18,379
974.09,151.33,932.83,1947-03-14,731
175.21,534.1,979.84,1964-06-21,865
865.15,209,117.49,2005-01-21,229
706.47,875.45,314.71,1968-06-10,923
317.73,535.73,3.68,1940-04-28,794
64.18,32.24,172.49,1964-11-19,914
476.08,792.75,289.71,1971-01-14,669
433.97,933.25,856.3,1982-12-30,611
122.27,678.59,85.52,1961-06-22,893
941.17,781.14,986.83,2007-02-24,343
880.85,241.29,905.75,1963-07-26,725
948.09,564.11,395.55,1984-05-10,931
761.65,914.5,659.34,1991-08-29,493
686.98,163.61,870.18,1933-06-09,871
311.34,907.36,215.49,1964-04-28,448
995.81,434.91,918.22,1915-07-15,953
993.96,326.49,275.81,1991-01-15,351
299.79,353.68,282.73,1920-03-21,474
614.81,530.37,580.78,1978-11-29,308
303.94,118.99,56.89,1904-12-07,168
562.38,352.83,44.71,1917-07-17,96
126.54,941.19,668.97,1988-10-06,767
767.73,892.74,437.15,1976-08-12,287
705.78,612.69,549.86,1967-08-23,583
132.75,320.26,36.35,2008-12-07,785
257.37,512.66,968.73,2013-12-21,505
907.31,543.25,216.38,1961-04-08,859
328.29,941.41,428.78,1987-07-02,213
464.14,258.4,251.66,1988-11-06,342
44.19,397.02,894.09,2000-09-26,200
47.74,887.58,897.83,1980-10-17,417
821.91,797.21,188.15,2003-10-06,211
526.95,301.56,410.67,1917-02-05,654
229.62,962.59,479.62,1977-05-06,113
907.66,88.08,219.39,1910-03-09,69
302.38,428.51,961.85,1975-12-22,735
18.51,152.02,206.39,1911-09-24,349
220.91,27.48,344.04,1939-11-29,379
825.01,434.55,141.11,1967-09-16,231
916.56,679.28,289.28,1933-12-19,328
113.65,157.42,711.06,1905-09-05,899
678.91,859.95,264.53,1993-11-03,49
847.12,981.23,638.9,2016-05-22,38
638.14,231.47,159.66,1950-02-17,410
127.58,409.59,691.5,1978-10-07,644
965.55,661.87,440.01,1951-07-15,761
269.31,295.99,463.46,2005-09-11,75
544.78,388.37,823.62,2007-08-04,135
244.37,213.03,718.45,1986-02-26,837
463.07,520.32,665.38,1931-09-02,252
658.17,609.16,788.74,1912-01-14,562
418.07,253.26,544.37,1935-10-24,427
308.87,213.93,275.6,1907-08-24,514
753.8,264.05,677.67,1932-10-18,215
957.01,553.48,407.41,1951-04-24,281
219.65,572.08,825.55,1919-02-13,409
320.27,102.98,288.77,1982-05-03,249
732.78,65.31,933.63,1961-02-20,958
23.78,91.75,67.82,2008-09-06,33
57.7,718.85,198.52,1930-06-30,686
679.28,119.93,879.96,1971-05-21,827
175.28,336.73,934.92,2015-05-25,810
650.93,273.47,403.32,1950-04-30,385
120.45,159.39,808.18,1941-08-23,312
860.73,663.19,478.02,1998-06-06,312
895.65,471.5,682.32,2000-02-01,383
498.63,505.18,664.26,1902-09-16,746
252.5,750.87,152.58,1919-09-05,630
56.05,836.89,205.91,1955-03-03,525
629.4,239.75,572.81,2000-10-08,354
296.08,929.51,336.67,1943-11-18,59
83.27,416.11,578.91,1995-02-08,618
324.07,800.93,248.63,1965-07-15,935
874.36,911.71,720.66,2007-12-13,260
316.61,232.51,33.35,1930-06-03,969
725.94,634.79,585.31,1992-06-29,84
822.04,562.55,580.94,1977-06-01,632
484.66,8.87,469.25,1970-11-13,884
442.9,563.85,308.25,2018-04-10,505
497.81,731.78,444.14,2005-01-14,727
783.62,178.44,375.91,1938-02-12,28
509.22,689.14,409.04,2015-11-21,708
153.27,97.39,674.8,2019-03-14,144
698.84,58.4,148.48,1966-12-24,187
819.91,779.86,59.08,1985-05-11,305
651.23,762.86,485.83,1935-07-13,806
14.87,815.6,559.75,1989-09-13,419
979.53,254.94,410.85,1963-08-10,570
772,891.36,906.44,1949-03-23,653
181.61,374.99,360.58,1970-11-15,501
227.78,921.23,30.94,2007-06-17,194
326.26,872.39,153.71,1992-05-31,73
744.01,705.46,154.43,1953-06-27,16
661.08,186.68,11.98,1940-01-06,523
620.46,730.82,215.28,1900-07-13,98
273.93,854.09,81.63,1900-01-30,187
125.2,430.28,290.16,2011-12-05,250
806.15,761.62,447.16,1972-07-23,396
833.12,762.79,720.88,1981-10-27,711
236.45,317.69,93.25,1938-10-12,919
301.26,588.4,920.19,1901-10-13,18
702.19,681.19,620.28,1906-12-10,341
481.63,215.97,561.43,1929-05-15,346
371.48,839.77,174.85,1921-10-01,403
58.7,424.52,152.51,1997-03-10,598
778.15,140.55,285.9,1921-01-07,469
989.67,255.95,180.83,1958-12-31,508
515.14,471.02,909.24,1993-07-12,256
992.38,575.41,176.53,1903-02-05,733
589.9,684.36,461.18,1932-08-15,140
484.84,770.41,437.21,2009-12-15,865
291.24,770.96,911.64,1997-07-16,925
261.65,83.56,294.63,1987-02-24,221
291.5,974.75,938.26,1967-10-19,620
538.23,537.64,987.93,2012-05-04,613
915.68,928.86,955.81,1986-05-11,705
746.18,383.49,668.99,2005-09-05,276
345.66,783.02,827.54,1972-08-27,293
685.37,652.07,39.48,2017-03-14,932
289.84,590.36,716.92,1983-11-24,438
334.25,320.67,317.44,1950-04-09,706
235.71,624.61,994.68,2007-04-03,837
404.05,31.47,882.29,1916-02-21,242
645.25,871.57,804.36,1968-08-11,767
920.86,328.8,453.46,2019-11-03,4
678.02,434.69,266.37,1965-12-12,934
21.15,866.39,435.05,2017-08-21,485
438.95,12.2,589.67,1938-02-20,363
108.37,991.85,657.44,1922-07-31,442
559.82,380.4,974.41,1999-10-27,563
792.87,932.15,426.4,1930-01-21,205
615.62,355.27,978.14,1958-11-29,528
144.38,367.84,680.22,1930-12-20,612
792.93,391.57,117.81,1964-06-15,360
521.4,528.8,551.13,1953-07-05,600
344.45,69.74,867.95,1948-04-09,25
359.71,624.76,359.82,1903-01-28,210
12.41,619.98,816.61,1916-06-27,817
109.42,823.4,99.08,1907-05-01,162
780.75,426.96,528.76,1977-07-25,72
367.54,83.93,170.76,1978-12-01,729
933.12,681.73,615.29,1997-01-29,334
946.57,47.74,287.25,1977-06-01,53
710.22,502.73,674.17,1929-07-24,878
94.92,310.59,6.7,1949-09-19,933
703.15,130.2,518.86,1994-01-06,248
341.59,628.42,70.86,1902-09-29,524
393.87,556.74,330.43,1985-06-08,306
675.22,825.56,292.18,2017-11-26,563
53.84,118.18,588.61,1986-10-19,701
240.64,367.08,813.17,1911-03-20,134
622.74,22.12,366.74,1930-09-15,348
375.32,978.33,948.34,1974-02-01,422
414.31,806,599.24,1979-10-17,314
2.08,905.05,440.31,1947-04-25,287
926.39,212.95,574.93,1984-05-15,138
91.16,675.78,678.4,1902-10-24,74
855.48,733.49,414.84,1936-08-29,288
101.91,735.71,211.48,1900-04-09,22
31.87,773.77,65.93,2009-02-28,903
692.25,181.19,724.37,1986-07-08,506
641.04,571.37,569.65,2014-05-28,184
270.76,181.6,522.46,1939-02-18,172
485.91,722.23,800.12,1920-06-05,917
644.02,942.4,565.91,1942-12-02,869
860.41,793.59,458.14,1997-06-01,306
539.39,273.48,536.41,1921-05-16,34
803.55,733.37,206.5,1933-07-03,158
374.02,387.74,920.47,1921-01-17,984
194.82,154.26,685.17,2008-08-25,680
540.89,389.31,178.94,2003-07-25,2
915.14,226.92,788.82,1968-05-21,834
916.37,948.61,958.58,1974-05-26,6
572.93,534.59,18.45,2003-04-26,744
727.52,511.33,7.02,1968-11-28,153
728.44,606.48,202.73,1932-08-23,693
941.69,101.06,516.48,1993-02-23,956
956.86,768.03,739.09,1986-05-11,762
830.98,517.53,599.17,1946-09-13,384
697.73,262.07,880.8,1900-03-11,109
833.96,91.53,448.86,1952-11-06,583
239.91,162.11,237.7,1975-02-03,785
838.47,117.88,456.84,2005-06-18,573
486.11,260.91,741.71,1927-12-08,31
439.65,368.6,543.09,1963-02-22,901
519.28,32.69,966.01,1926-06-10,766
290.65,192.56,227.15,1917-05-19,195
534.22,384.61,362.96,1962-12-14,183
902.77,980.49,384.39,1934-10-30,961
155.14,399.78,16.66,1997-10-06,848
645.49,764.65,104.43,1914-05-17,498
157.12,24.19,633,1943-06-17,309
694.43,375.18,626.5,1936-08-08,595
743.01,985.47,618.67,1902-01-19,167
441.92,228.7,883.08,1927-05-01,86
837.91,794.05,958.87,1925-02-16,577
406.92,461.78,914.93,1934-03-16,695
371.35,894.78,788.55,1976-12-01,50
292.69,739.04,615.17,1924-01-02,741
808.51,446.44,445.18,1931-09-21,787
430.85,598.41,669.86,1940-02-27,138
656.35,468.59,541.25,2005-12-17,847
254.91,886.63,974.37,1930-08-12,485
262.28,546.11,664.86,1979-10-25,758
605.7,87.48,682.34,1908-12-08,464
347.91,318.88,164.44,1948-09-10,349
542.44,892.16,533.75,1947-06-27,521
139.2,26.53,525.12,1989-03-19,698
765.4,293.6,44.53,1927-07-19,349
303.65,311.22,401.91,1913-01-03,552
778.91,525.91,615.71,1969-11-15,338
837,458.17,8.07,1944-07-08,412
616.69,102.36,24.44,1989-06-04,726
285.9,717.55,723.84,1912-05-20,932
779.96,645.77,262.02,1959-10-12,645
236.76,213.25,35.23,2001-09-10,246
755.37,324.45,77.2,1914-01-28,421
875.59,918.36,976.94,1999-10-19,160
592.88,58.09,841.99,1971-06-28,924
272.08,389.14,880.87,1976-12-12,769
426.04,572.37,665.5,1992-06-05,135
757.77,167.19,312.59,1917-05-31,471
102.68,420.83,843.08,1942-02-17,911
433.08,784.68,553.08,1967-04-04,610
965.89,917.82,254.08,2003-03-16,114
451.29,759.53,937.24,1971-03-23,991
154.26,371.35,962.25,1950-05-24,179
358.11,997.24,283.95,1947-01-26,169
709.52,330.57,704.54,1909-12-24,812
799.96,587.57,989.64,2017-06-28,396
612.2,488.15,261.29,1931-07-20,8
346.87,42.56,307.27,1986-09-14,788
93.16,471.19,933.65,2007-01-02,817
224.09,410.53,622.95,1930-03-12,811
513.44,416.52,61.53,1930-04-21,794
441.74,559.65,61.39,1919-09-08,348
594.4,647.42,12.52,1907-09-08,858
848.37,331.54,751.75,1911-09-14,298
363.59,681.01,724.24,1977-05-10,6
15.36,217.49,790.03,2005-03-17,192
556.77,367.73,553.13,1998-02-20,286
588.92,51.1,983.38,1917-08-23,944
274.02,220.04,710.27,1921-12-09,723
197.69,281.76,650.47,2002-02-12,410
826.59,566.21,410.76,1905-10-13,192
961.9,109.12,436.17,1949-01-07,601
669.5,933.56,579.8,1983-02-24,898
580.3,160.08,363.25,1941-04-04,859
53.59,493.49,708,1902-02-15,776
184.28,88.3,525.03,1967-09-01,231
507.38,95.63,418.11,1934-04-05,49
612.61,758.85,891.72,1914-03-05,536
125.6,953.15,882.67,1947-05-27,804
404.49,643.68,631.53,2005-10-23,210
257.31,847.48,932.45,1909-09-09,589
268.96,668.08,555.74,1949-10-17,741
332.74,238.3,132.49,1970-07-29,188
31.79,81.79,677.88,1929-06-05,538
233.54,640.24,763.17,1954-11-24,759
71.81,795.34,262.73,1918-03-02,492
303.53,34.15,108.99,1911-01-15,386
328.9,52.73,24.29,1958-06-13,518
662.4,801.7,700.34,1968-05-04,643
496.27,303,885.18,1989-01-23,509
430.87,198.23,652.06,1995-12-09,564
199.67,200.01,31.58,1971-12-23,268
546.43,947.77,109.74,2009-12-02,701
65.56,244.83,826.73,1904-06-04,603
133.42,989.74,902.86,1905-08-19,397
435.73,661.05,976.62,1974-03-08,38
994,218.44,303.04,1926-08-13,138
245.39,719.45,716.33,1981-08-28,177
820.18,653.85,598.1,2018-02-02,342
783.7,143.38,437.84,2001-12-21,721
505.6,786.92,262.3,1963-08-02,740
304.6,836.26,890.18,1914-11-06,693
504.65,408.13,612.7,2017-01-09,428
811.98,831.65,704.1,2016-01-08,937
856.55,518.51,801.12,1935-12-24,610
529.14,797.32,370.62,1966-04-10,641
751.57,860.77,407.69,1906-09-14,646
483.99,848.94,974.86,1969-06-29,987
321.28,303.82,535.95,1989-12-05,384
311.3,585.54,405.75,2018-06-20,942
135.8,778.6,799.27,1935-12-20,327
514.93,683.86,205.86,1925-06-11,18
106.47,987.53,659.56,1997-11-25,742
202.84,279.07,733.19,2000-02-08,350
458.46,68.64,431.97,1995-05-23,180
102.21,929.93,989.67,1974-09-28,556
106.76,137.11,479.56,1989-05-06,727
223.01,953.73,326.63,1956-01-06,844
973.72,875.85,590.43,1982-08-19,765
647.78,961.49,36.86,1921-04-17,430
185.29,733.53,810.9,1979-08-22,503
230.91,917.52,535.75,1918-09-10,244
16.89,149.81,221.04,1927-05-19,68
621.91,359.15,966.87,2003-02-13,285
864.16,136.88,111.9,1930-10-24,510
555.88,256.67,273.71,1930-08-02,355
748.91,38.31,612.35,1971-10-02,24
132.87,512.37,421.9,1945-05-15,401
762.8,160.26,858.13,1919-08-10,711
263,912.77,868.4,1941-06-24,492
125.28,342.65,660.97,2009-06-29,163
190.62,893.94,429.65,2005-08-25,869
911.28,569.74,273.6,1983-08-11,748
753.36,894.39,573.58,2013-02-13,63
937.27,807.74,933.38,1912-11-25,299
985.41,509.52,578.95,2007-11-07,614
911.18,290.33,194.76,2013-04-15,936
631.16,792.33,273.22,1974-06-07,505
647.95,92.24,357.14,1934-01-21,340
373.54,791.07,269.16,1923-08-09,798
672.75,975.89,194.7,2006-07-15,899
605.02,580.7,857.51,1926-06-27,153
959.45,367.65,651.67,1994-06-23,376
782.93,969.17,414.37,1938-06-24,496
702.79,741.32,3.56,1935-05-27,611
942.48,575.98,858.83,1952-06-19,273
752.23,555.19,376.68,1995-05-21,351
68.49,142.65,174.56,1930-11-21,808
418.58,413.75,618.61,1995-02-28,376
536.18,794.79,645.81,1995-02-24,955
944.66,432.15,477.23,1921-08-01,179
33.22,489.19,709.45,1934-09-09,780
107.64,174.43,65.38,2001-02-24,238
317.91,142.64,969.61,1955-07-09,98
937.46,571.85,846.69,1993-10-05,470
737.68,960.22,590.56,2007-06-21,381
240.22,465.66,778.22,1911-11-23,27
324.91,705.18,453.11,1946-05-23,551
103.49,70.85,286.74,2018-05-07,403
890.51,718.87,971.22,1904-02-13,833
766.57,565.81,578.5,1904-12-28,934
846.03,170.85,442.53,1949-04-13,466
567.23,775.97,587.21,1920-05-07,757
625.94,785.78,954.75,1998-08-16,771
216.89,269.27,931.16,1946-08-29,50
74.79,601.39,95.75,1979-09-12,266
893.71,910.39,324.05,1927-08-31,529
442.64,692.81,494.59,2008-04-17,495
717.75,883.93,866.53,1927-11-27,402
272.8,895.58,651.45,2012-10-07,39
687.04,345.35,273.35,1945-05-15,447
136.04,117.9,185.97,2012-10-22,851
619.92,920.93,655.2,1964-04-09,99
1.93,260.4,430.29,1995-01-31,152
110.07,496.64,877.09,1934-01-08,5
226.22,387.2,440.24,1975-12-15,281
417.28,326.28,321.52,1984-01-12,904
437.82,254.63,254.74,1991-02-02,596
689.13,522.77,167.01,1914-09-07,84
769.8,780.07,204.18,1905-04-12,416
755.78,906.3,555.96,2006-12-03,776
737.98,503.05,54.31,1900-07-20,529
374.54,113.57,540.01,2011-03-24,373
564.72,631.55,261.79,1906-04-10,699
804.52,850.78,399.71,1993-11-06,92
618.93,572.89,609.16,1901-10-01,823
927.95,991.54,234.15,1997-07-24,195
336.95,573.37,219.06,1986-01-21,488
383.91,933.09,331.47,1923-06-25,555
637.73,461.55,534.79,1901-11-03,739
634.87,33.13,275.92,1965-07-13,724
187.19,31.77,930.63,1932-12-04,329
532.22,573.98,685,1984-06-10,310
843.92,203.83,553.96,1935-01-09,982
49.13,842.81,672.26,1966-10-21,8
504.19,792.5,828.39,1919-08-20,869
233.12,653.48,210.08,1906-12-11,465
791.29,697.56,917.97,1922-05-25,477
931.85,635.25,962.31,2012-06-24,70
240.23,882.6,935.59,1931-09-24,992
246.22,330.36,534.1,1915-09-06,153
117.64,854.55,554.54,2017-10-14,126
187.98,5.33,19.14,1967-05-04,551
65.79,890.04,709.11,1962-02-26,410
681.52,755.29,304.73,1986-01-21,929
456.06,789.24,842.71,1912-08-19,802
577.06,154.53,325.7,2019-02-21,866
742.06,466.19,198.02,1992-06-04,315
285.81,924.9,399.37,1960-03-17,864
821.93,644.93,971.52,1929-07-19,356
809.16,160.91,353.57,1949-12-11,881
592.82,806.03,122.74,1963-09-27,506
616.39,378.96,198.63,1942-02-15,837
23.87,807.47,136.34,1934-12-23,344
44.13,157.68,356.78,1920-06-28,871
324.6,745.52,585.09,1942-12-25,599
939.48,905.16,138.03,1904-08-27,499
262.85,98.59,201.64,2014-06-25,340
517.77,362.03,968.3,1975-12-02,837
862.24,961.65,93.11,1953-03-25,615
85.38,530.2,519.17,1928-09-19,101
889.56,369.61,519.44,1992-12-03,537
22.18,254.24,459.4,2007-08-05,918
520.4,774.86,444.68,1975-11-11,621
778.16,135.42,960.86,2008-01-26,898
755.02,43.21,601.83,2017-08-30,447
575.98,662.7,659.49,1928-09-22,691
284.36,187.68,502.19,1917-01-30,195
690.82,956.15,888.4,1954-01-14,687
545.86,782.69,30.5,1914-06-25,904
583.28,253.4,725.64,1985-08-16,977
532.3,978.52,348.07,2005-01-10,788
289.39,759.02,693.43,1966-05-05,295
603.29,721.19,228.02,1940-06-22,593
777.28,567.7,733.56,2000-04-08,646
894.27,961.61,536.51,1924-09-08,333
618.84,915.88,906.14,2015-01-22,616
530.16,924.31,676.11,1900-08-14,793
87.09,317.25,367.04,1913-08-29,162
752.92,407.9,117.43,1970-11-18,841
344.65,560.24,381.51,1970-12-10,380
179.93,395.98,814.03,1940-07-06,926
157.09,589.25,237.19,1966-05-23,147
554.18,360.23,237.15,1900-06-08,220
844.82,625.09,700.93,1946-01-15,182
576.01,987.84,699.93,2006-06-01,280
140.81,447.65,948.46,1916-03-14,148
463.49,256.82,252.76,1950-07-13,384
138.14,968.74,995.67,1995-03-03,21
91.82,571.18,464.9,2012-11-29,233
531.54,45.4,779.1,1912-06-09,731
315.01,477.16,687.17,1980-07-02,637
370.3,907.49,1.28,1931-06-13,279
411.14,777.12,559.68,1928-02-24,168
194.96,248.28,39.93,1952-03-10,209
678.44,734.71,538.18,1921-05-31,409
75.38,948.96,292.05,1955-06-08,943
114.39,748.58,195.33,2002-09-16,103
61.25,510.2,76.91,1983-10-05,961
238.73,522.64,64.67,2011-12-14,311
46.49,903.92,937.11,1939-06-16,75
640.71,27.08,240.73,1979-08-16,853
644.38,213.19,301.77,1906-10-15,51
245.5,782.45,578.34,1918-04-09,59
941.2,967.14,494.54,1978-08-25,639
919.82,615.71,243.95,1959-04-22,929
941.91,880.34,849.01,1937-12-24,747
442.61,123.07,422.13,1901-05-24,872
484.67,926.42,750.31,2002-09-15,978
563.72,829.22,292.82,1956-06-27,618
701.54,740.16,57.06,1923-06-17,965
881.61,841.12,641.04,1919-10-11,424
905.66,91.78,718.29,1928-01-31,981
21.79,463.2,478.89,1929-02-18,854
501.06,500.91,984.08,1963-07-19,411
728.14,994.9,917.23,1939-10-29,253
280.24,320.18,604.62,1936-11-19,877
299.83,581.76,457.16,1997-11-25,786
961.09,143.23,959.87,2019-06-19,938
777.28,141.72,527.45,1922-06-08,685
912.45,548.38,474.39,1990-05-01,97
332.42,416.63,399.3,1963-09-11,560
643.83,127.56,41.83,1914-12-26,362
322.11,52.98,499.53,1926-06-11,137
831.6,138.03,937.69,1964-10-08,234
505.73,402.07,191.75,1910-03-30,550
469.15,783.99,633.99,1960-09-08,660
253.47,24.94,560.81,1933-08-16,44
379.14,351.94,97.14,2006-10-08,404
593.56,858.55,481.34,2002-06-23,944
465.4,490.1,388.96,1919-07-19,908
576.31,10.6,342.93,1999-08-07,218
197.22,561.18,894.8,1981-06-24,808
704.34,291.31,145.14,1956-09-21,721
831.6,403.23,801.55,2017-07-31,923
571.9,136.46,435.99,1943-12-28,784
589.55,796.06,62.71,1976-11-06,390
339.61,674.88,294.53,1999-11-17,446
457.97,473.01,798.32,1979-09-07,582
16.55,181.67,925.48,2019-07-19,850
212.59,447.99,916.81,2007-06-30,761
308.08,580.8,336.6,1957-01-24,431
687.81,377.97,416.03,1975-09-09,443
86.17,912.57,718.76,1935-01-18,527
381.21,972.47,840.75,1917-01-01,509
54.74,902.75,463.91,1970-09-20,486
201.64,171.03,3.63,1902-10-03,441
132.23,832.45,923.89,1931-11-05,612
139.66,704.55,494.61,1923-06-08,226
934.12,413.84,650.61,1916-10-03,997
532.35,610.21,399.24,2017-11-30,98
455.83,155.43,711.16,1950-07-14,84
190.03,459.76,112.53,2007-08-13,267
313.33,573.9,55.06,1960-09-23,683
982.23,356.82,508.79,2016-11-30,225
401.16,943.7,741.7,2008-02-01,969
152.37,470.91,691.93,1989-05-17,981
809.01,879.59,867.39,1957-10-20,685
88.37,790.4,548.37,1984-12-17,602
797.64,633.97,641.31,1999-09-29,223
577.6,722.77,976.18,2014-12-06,270
346.83,208.58,497.39,1963-09-04,253
134.72,775.56,112.44,1933-03-07,238
788.48,687.78,15.35,1979-02-16,825
245.87,476.81,116.02,1981-07-01,724
224.15,145.75,51.68,1916-11-05,589
192.85,735.67,255.7,1987-02-24,295
243.69,954.26,398.03,1928-01-24,369
943.72,137.96,306.35,2003-08-25,274
186.9,321.65,484.48,1929-04-24,660
347.49,93.05,470.47,1959-10-17,749
955.81,190.77,386.61,1909-07-02,406
153.17,161.69,943.39,1931-11-24,218
41.61,861.94,809.26,1985-01-09,742
839.21,585.15,334.41,1965-11-02,401
41.74,785.99,996.7,2010-04-26,686
495.26,742.52,992.14,2006-07-04,868
203.26,906.06,673.33,1992-08-01,757
14.03,515.6,507.18,1905-02-25,521
588.54,229.71,832.28,1909-02-11,973
402.7,624.96,954.7,1908-08-04,313
854.94,632.29,594.64,1936-02-21,193
699.63,510.77,512.65,1919-08-27,728
344.91,786.15,130.7,1916-04-22,723
995.52,633.85,933.18,1984-04-22,410
448.31,108.27,686.48,1917-10-16,882
821.23,19.13,524.5,2000-01-27,351
135.75,504.53,241.95,2016-09-28,500
813.47,950.43,47.41,1937-07-04,286
674.8,667.45,770.28,1915-10-29,365
203.83,478.75,842.37,1943-06-30,482
387.67,905.8,127.39,1949-09-23,973
162.95,73.3,400.35,1933-05-09,822
974.31,640.84,13.14,1987-01-04,612
89.98,221.3,418.94,1970-09-11,332
543.35,497.23,369.01,1965-07-15,641
483.87,710.9,379.32,1938-11-24,916
306.43,554.17,231.38,1916-07-23,984
37.68,972.51,273.64,1911-04-17,359
465.76,373.17,536.31,1946-09-02,233
399.31,527.29,786.98,1978-08-17,409
473.01,183.07,517.53,1994-12-08,242
114.92,322.18,228.15,1946-03-12,34
793.59,908.58,304.9,1912-10-23,932
555.3,227.33,795.18,1944-02-07,939
621.21,221.64,371.89,1927-06-16,612
355.62,145.73,618.72,2015-05-28,842
388.73,104.66,491.69,1987-08-30,588
422.36,529.15,369.34,1990-01-17,832
851.41,847.64,896.05,1978-02-12,522
905.18,111.05,260.93,1903-04-21,4
572.72,862.78,987.73,2015-12-05,430
161.61,763.05,793.62,1950-07-25,356
471.79,155.75,287.98,1989-03-08,559
115.85,715.36,289.24,1956-03-18,316
428.21,432.96,698.32,1940-03-14,254
981.07,338.64,123.79,2003-06-29,818
443.39,690.39,213.89,1938-04-23,755
811.11,563.78,804.5,2008-10-02,179
923.65,739.88,979.5,1945-10-16,339
214.37,998.73,942.07,1968-02-03,789
730.43,147.24,409.41,1997-09-06,132
42.17,873.54,398.23,1991-01-13,940
214.9,393.87,905.26,2013-03-15,558
95.52,282.59,523.54,1925-09-07,76
146.31,556.35,238.69,1979-03-07,993
767.38,436.45,473.86,2011-02-28,270
365.69,895.42,989.9,1987-11-22,258
286.67,501.59,421.17,1911-11-19,452
393.54,453.02,680.82,1908-11-08,77
439.18,817.41,597.58,1903-05-06,690
862.3,241.61,239.14,2018-05-09,830
595.29,129.9,122.96,1965-01-28,33
151.12,794.06,980.24,1941-11-06,544
375.49,399.56,163.47,1900-05-07,79
135.55,14.68,835.29,1916-06-01,991
194.91,450.47,186.64,1961-03-13,483
65.14,169.38,950.58,1955-09-05,653
903.4,34.33,32.01,2018-04-29,107
845.13,149.45,371.88,1946-12-04,187
960.53,820.39,510.87,1975-03-03,457
631.98,238.08,830.91,1999-10-23,697
496.74,613.41,635.28,1997-12-17,506
665.4,658.94,736.59,2014-06-03,969
353.86,572.4,157.44,1977-06-10,731
640.4,157.98,539.31,2004-07-03,152
283.67,911.32,396.8,1950-10-11,420
464.2,20.51,261.81,1981-03-27,468
410.52,993.13,264.74,1908-04-03,336
429.49,584.14,783.49,1933-12-09,317
123.64,538.06,209.71,1934-07-22,177
309.39,24.78,541.88,1911-04-03,854
958.04,516.96,520.69,1988-11-05,879
191.41,836.83,854.11,1956-01-15,317
345.02,313.7,152.52,2012-11-21,959
249.73,50.38,67.22,1954-07-15,443
852.44,451.96,4.78,1958-07-02,27
690.35,549.06,609.24,1948-03-17,902
